Разумеется , я обиделся .	Разумеется , ты обиделся .
А дальше я продолжу .	А дальше ты продолжишь .
Тогда я кинулась наружу .	Тогда ты кинулась наружу .
Почему я выбрал подсолнух ?	Почему ты выбрал подсолнух ?
Я ведь не заставляю .	ты ведь не заставляешь .
Какое я имею право ?!	Какое ты имеешь право ?!
Я думаю вот чего ...	ты думаешь вот чего ...
И я такую выпущу .	И ты такую выпустишь .
Я лучше сапоги продам .	ты лучше сапоги продашь .
Я в Мензелинске пробовал ...	ты в Мензелинске пробовал ...
Я многого не понимал .	ты многого не понимал .
Тогда я боялся изолятора .	Тогда ты боялся изолятора .
Только я забыл трошки .	Только ты забыл трошки .
Я сразу отпустил запорожца .	ты сразу отпустил запорожца .
Я шел , упираясь .	ты шел , упираясь .
А я что скажу ?	А ты что скажешь ?
Проснулся я рано утром .	Проснулся ты рано утром .
Я побежал в огород .	ты побежал в огород .
Я завидовал нарядным детям .	ты завидовал нарядным детям .
А я и позабыл ...	А ты и позабыл ...
От неожиданности я вздрогнул .	От неожиданности ты вздрогнул .
Я мигом повернул обратно .	ты мигом повернул обратно .
Я потащил жребий первым .	ты потащил жребий первым .
Я бегу и оглядываюсь .	ты бежишь и оглядываешься .
Я утвердительно кивнул головой .	ты утвердительно кивнул головой .
Я знаю эту песню .	ты знаешь эту песню .
Так я и испугался !	Так ты и испугался !
Я сужу по кандалам .	ты судишь по кандалам .
А я не беспокоился .	А ты не беспокоился .
Я пойду в этой .	ты пойдешь в этой .
Я замер на месте ...	ты замер на месте ...
Я снова списал решение .	ты снова списал решение .
Я ел и молчал .	ты ел и молчал .
Я молчал , слушал .	ты молчал , слушал .
Не могу же я ...	Не можешь же ты ...
Я никогда не обманываю !	ты никогда не обманываешь !
Я сбегаю к Фаберам .	ты сбегаешь к Фаберам .
Но я не попался .	Но ты не попался .
Я был на свободе !	ты был на свободе !
Так я стал коллекционером .	Так ты стал коллекционером .
Но я жестоко ошибся .	Но ты жестоко ошибся .
Я отсутствовал двенадцать дней .	ты отсутствовал двенадцать дней .
Я выглянул в окно .	ты выглянул в окно .
Я взглянул на небо .	ты взглянул на небо .
Тут я и проснулся .	Тут ты и проснулся .
Что я скажу Филиппу ?	Что ты скажешь Филиппу ?
Так я и думал .	Так ты и думал .
Уж я не поскупился !	Уж ты не поскупился !
Или я вызову пожарных .	Или ты вызовешь пожарных .
Я лучше восвояси уберусь .	ты лучше восвояси уберешься .
Я двигался как хотел .	ты двигался как хотел .
Я встал на ноги .	ты встал на ноги .
Я чуть не заплакал .	ты чуть не заплакал .
Я выждал несколько минут .	ты выждал несколько минут .
Я тянул и тянул .	ты тянул и тянул .
Я за щеку схватился .	ты за щеку схватился .
Я отпустил руку сынишки .	ты отпустил руку сынишки .
Я так отлично помню !	ты так отлично помнишь !
Я бросился к проруби .	ты бросился к проруби .
Я так и стал .	ты так и стал .
Я побежал кругом ямы .	ты побежал кругом ямы .
Я испекла кофейный торт .	ты испекла кофейный торт .
Я почти приручил одного .	ты почти приручил одного .
Я сейчас всё принесу .	ты сейчас всё принесешь .
Так бы я согласилась .	Так бы ты согласилась .
Я нашел свое рррррр !	ты нашел свое рррррр !
А я все равно играю .	А ты все равно играешь .
Но я кое-что придумал .	Но ты кое-что придумал .
Лично я предпочитаю булочки .	Лично ты предпочитаешь булочки .
Живым я не дамся .	Живым ты не дашься .
Я сам это понимаю .	ты сам это понимаешь .
Но я найду родину !	Но ты найдешь родину !
Я и сама справлюсь .	ты и сама справишься .
Я не допущу этого !	ты не допустишь этого !
Я кое-какие вещи собрала ...	ты кое-какие вещи собрала ...
Я всю жизнь кашляю .	ты всю жизнь кашляешь .
Я не вынесу этого !	ты не вынесешь этого !
Я этого и хочу .	ты этого и хочешь .
Я наперед все знаю .	ты наперед все знаешь .
Я поступил по совести .	ты поступил по совести .
Я не перенесу этого !	ты не перенесешь этого !
Я не перенесу этого .	ты не перенесешь этого .
Я его повадки знаю .	ты его повадки знаешь .
А я скажу Колину .	А ты скажешь Колину .
Я ничего не сказал .	ты ничего не сказал .
Я поговорю со Сьюзи .	ты поговоришь со Сьюзи .
Кошек я тоже обожаю .	Кошек ты тоже обожаешь .
Да и аттракционы я люблю .	Да и аттракционы ты любишь .
Я едва не разревелся !	ты едва не разревелся !
Я вижу еще кое-что .	ты видишь еще кое-что .
Я возьму себе целого !	ты возьмешь себе целого !
Я ничего не понимаю !	ты ничего не понимаешь !
Ничего я не слышал .	Ничего ты не слышал .
Я все ноги исцарапаю .	ты все ноги исцарапаешь .
Теперь я тоже слышу .	Теперь ты тоже слышишь .
Я просто полез из любопытства .	ты просто полез из любопытства .
А я буду паровоз !	А ты будешь паровоз !
Скорей , я говорю !	Скорей , ты говоришь !
Давно , я полагаю !	Давно , ты полагаешь !
Я сидел на дереве .	ты сидел на дереве .
Я буду где-нибудь здесь .	ты будешь где-нибудь здесь .
Я так люблю слонов !	ты так любишь слонов !
Но я кое-что увидела !	Но ты кое-что увидела !
И я очень устал .	И ты очень устал .
Я черкну Чарли записочку .	ты черкнешь Чарли записочку .
Я пережил настоящий кошмар !	ты пережил настоящий кошмар !
Я немедленно высылаю людей !	ты немедленно высылаешь людей !
Я измерила их ширину .	ты измерила их ширину .
Я этому не верю !	ты этому не веришь !
Я - то знаю !	ты - то знаешь !
Лично я уже проголодалась !	Лично ты уже проголодалась !
Я махал его рубашкой .	ты махал его рубашкой .
Зачем я это сделал ?	Зачем ты это сделал ?
Я достану пять бутылок ...	ты достанешь пять бутылок ...
Да и замерз я ужасно .	Да и замерз ты ужасно .
Да и я порядком переволновалась .	Да и ты порядком переволновалась .
Я осмотрел все окна .	ты осмотрел все окна .
А я не знаю !	А ты не знаешь !
Но я ужасно опаздываю .	Но ты ужасно опаздываешь .
И прочь я пошел .	И прочь ты пошел .
Я дорожу своим именем .	ты дорожишь своим именем .
Наконец - то я взял след !	Наконец - то ты взял след !
Я уже все сравнил .	ты уже все сравнил .
Вот я и говорю ;	Вот ты и говоришь ;
Я схожу за врачом !	ты сходишь за врачом !
Я пошел за тачкой .	ты пошел за тачкой .
Я бьюсь над сложнейшей ...	ты бьешься над сложнейшей ...
Куда же я денусь ?	Куда же ты денешься ?
Но я как-то сомневаюсь .	Но ты как-то сомневаешься .
Ладно , я пошел !	Ладно , ты пошел !
Я свое слово держу !	ты свое слово держишь !
Джордж , я боюсь .	Джордж , ты боишься .
Я прямо сейчас усну .	ты прямо сейчас уснешь .
Ничего я не знал !	Ничего ты не знал !
Я лично сейчас оглохну !	ты лично сейчас оглохнешь !
Я уж кой - кого поразогнал .	ты уж кой - кого поразогнал .
Я опять видел вспышку !	ты опять видел вспышку !
Я сегодня не усну .	ты сегодня не уснешь .
Я ничего не слышу .	ты ничего не слышишь .
Я не могу быстрей !	ты не можешь быстрей !
Я вкалывала без передышки .	ты вкалывала без передышки .
Я так и поступлю .	ты так и поступишь .
Я отправляюсь в путь !	ты отправляешься в путь !
Как же я проголодался !	Как же ты проголодался !
Вот это я понимаю !	Вот это ты понимаешь !
Я ничего не вижу .	ты ничего не видишь .
Так я и поступил .	Так ты и поступил .
Я так люблю малышей !	ты так любишь малышей !
Там я и притаился .	Там ты и притаился .
Я по  крайней  мере так считаю .	ты по  крайней  мере так считаешь .
Я добыл кое-какую информацию .	ты добыл кое-какую информацию .
Я думаю , никакой .	ты думаешь , никакой .
Я так понимаю положение .	ты так понимаешь положение .
А я не могу !	А ты не можешь !
Но я еще останусь .	Но ты еще останешься .
Я не делал этого .	ты не делал этого .
Я ведь не записывала .	ты ведь не записывала .
Я забыл свои дома .	ты забыл свои дома .
Я зашел в тупик !	ты зашел в тупик !
Я видела его сестру .	ты видела его сестру .
Я целилась в Пипа .	ты целилась в Пипа .
Потому я и тороплюсь .	Потому ты и торопишься .
Я своими ушами слышала !	ты своими ушами слышала !
Я вел себя нехорошо .	ты вел себя нехорошо .
Только я не упомню .	Только ты не упомнишь .
Я туда не поеду .	ты туда не поедешь .
Я здесь совсем измучилась !	ты здесь совсем измучилась !
Я обшарил кругом все !	ты обшарил кругом все !
Я немедленно составлю протокол !	ты немедленно составишь протокол !
Я всегда это говорил !	ты всегда это говорил !
Слышал я об этих ...	Слышал ты об этих ...
Кажется , я разбился !	Кажется , ты разбился !
Я еще кое-что вспомнил ...	ты еще кое-что вспомнил ...
Я немедленно доложу инспектору .	ты немедленно доложишь инспектору .
Я никогда не вру .	ты никогда не врешь .
Я не обратил внимания .	ты не обратил внимания .
Я во всем разобрался .	ты во всем разобрался .
Я ведь только что приехал .	ты ведь только что приехал .
Даже я не понимаю .	Даже ты не понимаешь .
Но огни я видел .	Но огни ты видел .
Этим занимаюсь я один !	Этим занимаешься ты один !
И все-таки я попробую .	И все-таки ты попробуешь .
Я все расскажу ребятам .	ты все расскажешь ребятам .
Я сначала даже испугался ...	ты сначала даже испугался ...
Я умираю от голода .	ты умираешь от голода .
Я продиктую наши фамилии .	ты продиктуешь наши фамилии .
Теперь я вижу трубу .	Теперь ты видишь трубу .
А я поеду дальше .	А ты поедешь дальше .
Я поговорю с мамой .	ты поговоришь с мамой .
Я вышел и окликнул .	ты вышел и окликнул .
Я устал от гребли .	ты устал от гребли .
Я слышал об этом .	ты слышал об этом .
Ну , я пошел !	Ну , ты пошел !
Я отправился в Типпилулу !	ты отправился в Типпилулу !
Но теперь я знаю !	Но теперь ты знаешь !
Я этого не выношу .	ты этого не выносишь .
Я тогда немножко посплю .	ты тогда немножко поспишь .
Я этого не потерплю !	ты этого не потерпишь !
Я умираю от нетерпения !	ты умираешь от нетерпения !
Я разбил целую кучу .	ты разбил целую кучу .
И я не молчал !	И ты не молчал !
Я сейчас заварю чай .	ты сейчас заваришь чай .
Я сгораю от нетерпения .	ты сгораешь от нетерпения .
Я вижу наверху свет .	ты видишь наверху свет .
Именно такие я люблю .	Именно такие ты любишь .
Я умру со смеху !	ты умрешь со смеху !
Я гудел вот так !	ты гудел вот так !
Я ничего не сделал .	ты ничего не сделал .
И я просто подумал ...	И ты просто подумал ...
И я тоже надеюсь .	И ты тоже надеешься .
Я живу с отчимом .	ты живешь с отчимом .
Во всяком случае я не думаю .	Во всяком случае ты не думаешь .
Вот я и удрал .	Вот ты и удрал .
И я тоже пойду .	И ты тоже пойдешь .
И я найду вора !	И ты найдешь вора !
А как я поеду ?	А как ты поедешь ?
Но я не уеду .	Но ты не уедешь .
И я уже пробовала .	И ты уже пробовала .
Я только билеты продаю .	ты только билеты продаешь .
А я здесь посмотрю .	А ты здесь посмотришь .
Я и сам смотрю .	ты и сам смотришь .
Я что-то очень устала .	ты что-то очень устала .
Я СКАЗАЛА , ДОМОЙ !	ты СКАЗАЛА , ДОМОЙ !
Я пошла в дом .	ты пошла в дом .
Я прямо - таки потрясающе устал .	ты прямо - таки потрясающе устал .
Я услышала и почувствовала .	ты услышала и почувствовала .
Я бы жутко боялась .	ты бы жутко боялась .
Я ничего не понимаю .	ты ничего не понимаешь .
Я правда так думаю .	ты правда так думаешь .
А главным буду я .	А главным будешь ты .
Сюда , я говорю !	Сюда , ты говоришь !
Я так и рухнула !	ты так и рухнула !
Я ничего не знала .	ты ничего не знала .
Я не люблю ссоры .	ты не любишь ссоры .
Я так люблю собак !	ты так любишь собак !
Лично я ужасно проголодался .	Лично ты ужасно проголодался .
Я же запер двери !	ты же запер двери !
Я волнуюсь за Тимми !	ты волнуешься за Тимми !
Я только что видел сигналы .	ты только что видел сигналы .
Я знаю его почерк .	ты знаешь его почерк .
Я всегда сплю крепко ...	ты всегда спишь крепко ...
Теперь я знаю почему ...	Теперь ты знаешь почему ...
Я за Салли пришла .	ты за Салли пришла .
Но я это выясню .	Но ты это выяснишь .
Я правда очень сожалею !	ты правда очень сожалеешь !
Потом я поехала обратно .	Потом ты поехала обратно .
Я застелю твою постель !	ты застелешь твою постель !
Я ненавидел этого типа .	ты ненавидел этого типа .
Я там не умещусь .	ты там не уместишься .
А я все видел .	А ты все видел .
Я собак не выношу !	ты собак не выносишь !
Я всегда здесь сижу .	ты всегда здесь сидишь .
Но я говорила серьезно .	Но ты говорила серьезно .
Ой , я думаю ...	Ой , ты думаешь ...
А я поищу здесь .	А ты поищешь здесь .
Вот что я думаю .	Вот что ты думаешь .
Я хранил вашу тайну .	ты хранил вашу тайну .
Я имею в виду ...	ты имеешь в виду ...
Я умираю с голоду .	ты умираешь с голоду .
Я пойду за помощью .	ты пойдешь за помощью .
Если бы я мог !	Если бы ты мог !
Пожалуй , пойду я .	Пожалуй , пойдешь ты .
Да , я помню .	Да , ты помнишь .
Я Гуна хорошо изучил !	ты Гуна хорошо изучил !
Я сию минуту приеду .	ты сию минуту приедешь .
Но я все равно купаюсь .	Но ты все равно купаешься .
Это я сам придумал .	Это ты сам придумал .
Я прямо спрыгну тогда ...	ты прямо спрыгнешь тогда ...
Я лично не боюсь .	ты лично не боишься .
Я заползала в одну .	ты заползала в одну .
Вот я разрезал бечевки .	Вот ты разрезал бечевки .
Я так и думал ...	ты так и думал ...
Я ведь не собирался ...	ты ведь не собирался ...
Я в лепешку разобьюсь .	ты в лепешку разобьешься .
Это я помню точно .	Это ты помнишь точно .
Сначала я поищу клоуна .	Сначала ты поищешь клоуна .
Я заплачу за это .	ты заплатишь за это .
И я съем одно .	И ты съешь одно .
Видела я эту уборщицу .	Видела ты эту уборщицу .
Да , я знаю .	Да , ты знаешь .
Поэтому приказания отдаю я .	Поэтому приказания отдаешь ты .
Я сегодня еще сделаю .	ты сегодня еще сделаешь .
Но я знала это !	Но ты знала это !
Зачем только я проговорился ?	Зачем только ты проговорился ?
Я чувствую себя счастливым !	ты чувствуешь себя счастливым !
Знаю я вашу Семерку !	знаешь ты вашу Семерку !
Вот я и пойду .	Вот ты и пойдешь .
А я принес лимонад .	А ты принес лимонад .
Я там обязательно буду .	ты там обязательно будешь .
Я это точно видел .	ты это точно видел .
Я тоже семафор учу .	ты тоже семафор учишь .
А я опять поехал .	А ты опять поехал .
Тогда я узнал капитана .	Тогда ты узнал капитана .
Я и есть Буденный .	ты и есть Буденный .
Я еще не проводила .	ты еще не проводила .
Я бы не промахнулся .	ты бы не промахнулся .
И я не унываю .	И ты не унываешь .
Я нагнулся к Кате .	ты нагнулся к Кате .
Это я заказала заранее .	Это ты заказала заранее .
Лешего я сам видал .	Лешего ты сам видал .
Я террору не поддамся !	ты террору не поддашься !
Сюда ли я попал ?	Сюда ли ты попал ?
Обвиняемых я уже пригласил .	Обвиняемых ты уже пригласил .
Я так и знала .	ты так и знала .
Уж это я знаю ...	Уж это ты знаешь ...
А остатки я подбрил ...	А остатки ты подбрил ...
Я взял свою тетрадку .	ты взял свою тетрадку .
Я и не вмешивался .	ты и не вмешивался .
Я медленно перемещаю лупу .	ты медленно перемещаешь лупу .
Зачем я это спросил ?	Зачем ты это спросил ?
Я вез домой Васю .	ты вез домой Васю .
Я вышел на площадку .	ты вышел на площадку .
Я пошел к дому .	ты пошел к дому .
Откуда я это знаю ?	Откуда ты это знаешь ?
Я вернулся в дом .	ты вернулся в дом .
Весь вечер я думал .	Весь вечер ты думал .
Я осторожно сжал пальцы .	ты осторожно сжал пальцы .
Я не винил мать .	ты не винил мать .
За Каштаном иду я .	За Каштаном идешь ты .
Однако я добился своего .	Однако ты добился своего .
От ужаса я проснулся .	От ужаса ты проснулся .
Я посмотрел на часы .	ты посмотрел на часы .
Я открыл учебник истории .	ты открыл учебник истории .
Я присел и присмотрелся .	ты присел и присмотрелся .
Я тут же прилечу .	ты тут же прилетишь .
Я подошел к Отелло .	ты подошел к Отелло .
И вдруг я понял .	И вдруг ты понял .
Я шел не спеша .	ты шел не спеша .
Я пошарил в траве .	ты пошарил в траве .
О чём я думал ?	О чём ты думал ?
Теперь я видел змею .	Теперь ты видел змею .
Я присел на траву .	ты присел на траву .
Я издаю тихий свист .	ты издаешь тихий свист .
Теперь я всё понял .	Теперь ты всё понял .
Я посмотрел на петуха .	ты посмотрел на петуха .
Через час я вернулся .	Через час ты вернулся .
И что я увидел ?	И что ты увидел ?
Я быстро открыл ворота .	ты быстро открыл ворота .
Я едва не заревел .	ты едва не заревел .
Я подошел к Серому .	ты подошел к Серому .
Я сел на траву .	ты сел на траву .
Я пошел в школу .	ты пошел в школу .
И тут я задумался .	И тут ты задумался .
Дальше я работал быстро .	Дальше ты работал быстро .
Я просмотрел весь список .	ты просмотрел весь список .
Среди ночи я проснулся .	Среди ночи ты проснулся .
Поэтому я и проснулся .	Поэтому ты и проснулся .
Неужели это написал я ?	Неужели это написал ты ?
Раздумывал я не долго .	Раздумывал ты не долго .
Зато я все видел .	Зато ты все видел .
Так я и стоял .	Так ты и стоял .
Я зашел в дом .	ты зашел в дом .
Я забыл про утят .	ты забыл про утят .
И тут я сообразил .	И тут ты сообразил .
И тут я понял ...	И тут ты понял ...
Я научусь этому потом .	ты научишься этому потом .
Я не боюсь опасности .	ты не боишься опасности .
Я отвечу на любой .	ты ответишь на любой .
Я всегда так делаю ...	ты всегда так делаешь ...
Я потерял одну ногу .	ты потерял одну ногу .
Я ем и сомневаюсь ...	ты ешь и сомневаешься ...
Я не замышляю зла .	ты не замышляешь зла .
Я вернусь за сумой .	ты вернешься за сумой .
Я вижу только лес .	ты видишь только лес .
Я так есть хочу ...	ты так есть хочешь ...
А я сама уйду !	А ты сама уйдешь !
Я иду в поссовет .	ты идешь в поссовет .
Я включил настольную лампу .	ты включил настольную лампу .
Я взял осторожно цветы .	ты взял осторожно цветы .
Я пошел на лай .	ты пошел на лай .
Лошадей я сразу узнал .	Лошадей ты сразу узнал .
А я все сомневаюсь .	А ты все сомневаешься .
Я подбежала к окну .	ты подбежала к окну .
Вот осмотрел я лабораторию .	Вот осмотрел ты лабораторию .
Я шел в библиотеку .	ты шел в библиотеку .
Я поднялся со стула .	ты поднялся со стула .
Я играл роль Волошина .	ты играл роль Волошина .
Я ушел за город .	ты ушел за город .
Я отбежал к дверям .	ты отбежал к дверям .
Я сидел у окна .	ты сидел у окна .
Я устроился в труппу .	ты устроился в труппу .
Я увидел гнездо ос .	ты увидел гнездо ос .
Я барахтался , карабкался ...	ты барахтался , карабкался ...
Я замер ... . .	ты замер ... . .
Этим я спас себя .	Этим ты спас себя .
Я ринулся к шару .	ты ринулся к шару .
Я перескочил на другую .	ты перескочил на другую .
Я кинулся в обход .	ты кинулся в обход .
Так говорил я себе .	Так говорил ты себе .
Я в страхе упал .	ты в страхе упал .
Я спрятался под куст .	ты спрятался под куст .
Я соскочил на землю .	ты соскочил на землю .
Я пошарил около гнезда .	ты пошарил около гнезда .
Я сидел под навесом .	ты сидел под навесом .
Как я испугался тогда !	Как ты испугался тогда !
Я шел по пустыне .	ты шел по пустыне .
Я иду на северо-восток .	ты идешь на северо-восток .
Все это я знал давно .	Все это ты знал давно .
Я сидел на берегу .	ты сидел на берегу .
Я доплыл до берега .	ты доплыл до берега .
Я смотрел , наблюдал .	ты смотрел , наблюдал .
И все же я заснул .	И все же ты заснул .
Я пел все громче .	ты пел все громче .
Я умолк , прислушался .	ты умолк , прислушался .
Я вспоминал жалобы больных .	ты вспоминал жалобы больных .
Я углубился в травы .	ты углубился в травы .
Этого я не знал .	Этого ты не знал .
Я отбежал в сторону .	ты отбежал в сторону .
Я опустился на подстилку .	ты опустился на подстилку .
Но я снова прислушиваюсь .	Но ты снова прислушиваешься .
Я сказал это резко .	ты сказал это резко .
Я шел вслед за Думчевым .	ты шел вслед за Думчевым .
Я всматривался , размышлял .	ты всматривался , размышлял .
Но все же я добрался .	Но все же ты добрался .
Я был в отчаянии .	ты был в отчаянии .
Я посмотрел на Думчева .	ты посмотрел на Думчева .
Я отбежал , остановился .	ты отбежал , остановился .
Я взял стебель растения .	ты взял стебель растения .
Завтра я ставлю опыт ...	Завтра ты ставишь опыт ...
Я выскочил из подвала .	ты выскочил из подвала .
Я улыбнулся своим воспоминаниям .	ты улыбнулся своим воспоминаниям .
Я уходил в библиотеку .	ты уходил в библиотеку .
Я учту наблюдение Думчева .	ты учтешь наблюдение Думчева .
Я устал от пережитого .	ты устал от пережитого .
Я посидел на скамейке .	ты посидел на скамейке .
Я посмотрел на Калганова .	ты посмотрел на Калганова .
Я ведь уже спрашивала .	ты ведь уже спрашивала .
Я поведу себя сам .	ты поведешь себя сам .
Вот я и кукарекнул .	Вот ты и кукарекнул .
Я ищу Яцека Килара .	ты ищешь Яцека Килара .
Лучше я еще подожду .	Лучше ты еще подождешь .
Я сейчас там буду !	ты сейчас там будешь !
А я мог многое .	А ты мог многое .
Я выжидал удобной минуты .	ты выжидал удобной минуты .
Я колебался только мгновение .	ты колебался только мгновение .
Я уже это продумал .	ты уже это продумал .
Я лишь исполняю приказ .	ты лишь исполняешь приказ .
Я помню их улыбки .	ты помнишь их улыбки .
Я повернулся , и ...	ты повернулся , и ...
Подумала я , поглядела .	Подумала ты , поглядела .
Это так я помню .	Это так ты помнишь .
Я купил хороший нож .	ты купил хороший нож .
Я вынул мой нож .	ты вынул мой нож .
Я совершил ужасный грех .	ты совершил ужасный грех .
Я совершил много злодеяний .	ты совершил много злодеяний .
Я Кудлашке мясца дам .	ты Кудлашке мясца дашь .
Я милого дружочка поджидала ...	ты милого дружочка поджидала ...
Я не буду эгоисткой .	ты не будешь эгоисткой .
Как долго я спала ?	Как долго ты спала ?
Давно я не катался !	Давно ты не катался !
Я её рыбой кормлю .	ты её рыбой кормишь .
Я сажусь за стол .	ты садишься за стол .
Это я сама знаю ...	Это ты сама знаешь ...
Я огляделся ещё раз .	ты огляделся ещё раз .
Я бью по мячу .	ты бьешь по мячу .
Я тоже скажу публик ...	ты тоже скажешь публик ...
Я в больнице был .	ты в больнице был .
Я и сдачи дам .	ты и сдачи дашь .
Про герцога я наврал .	Про герцога ты наврал .
Я слушал , зачарованный .	ты слушал , зачарованный .
Я остановился у калитки .	ты остановился у калитки .
Я лег и задремал .	ты лег и задремал .
Я вздохнул и пошел .	ты вздохнул и пошел .
Книжку эту я купил .	Книжку эту ты купил .
Я посижу около будочки .	ты посидишь около будочки .
Я все буквы знаю !	ты все буквы знаешь !
Я сама еще прочту .	ты сама еще прочтешь .
Я закрыл лицо руками .	ты закрыл лицо руками .
На руках я затихал .	На руках ты затихал .
Я чаю не хотел .	ты чаю не хотел .
И я опять побежал .	И ты опять побежал .
Я чуточку приоткрыл дверь .	ты чуточку приоткрыл дверь .
Я полицаю свистал буду .	ты полицаю свистал будешь .
И я не беру .	И ты не берешь .
Вот я и кормлюсь .	Вот ты и кормишься .
Я пошел к доске .	ты пошел к доске .
Я овса не ем .	ты овса не ешь .
Ведь я же вижу !	Ведь ты же видишь !
Я в ночлежке ночую .	ты в ночлежке ночуешь .
Купцов я не любил .	Купцов ты не любил .
Я от радости онемел .	ты от радости онемел .
Заснул я не скоро .	Заснул ты не скоро .
А я бы нашел !	А ты бы нашел !
Я обвел глазами небо .	ты обвел глазами небо .
Я трачу в пять раз больше .	ты тратишь в пять раз больше .
Я тут кое-что подготовил .	ты тут кое-что подготовил .
Невольно я опустил глаза .	Невольно ты опустил глаза .
Я там клад искал ...	ты там клад искал ...
Я ничего не утаил .	ты ничего не утаил .
Нахохлившись , я молчал .	Нахохлившись , ты молчал .
Я отпрянул от ворот .	ты отпрянул от ворот .
Я заметался по двору .	ты заметался по двору .
Я проживу сто лет .	ты проживешь сто лет .
Но я не плакал .	Но ты не плакал .
Кажется , я плачу .	Кажется , ты плачешь .
Я прошел по рядам .	ты прошел по рядам .
Я четыре раза смотрел .	ты четыре раза смотрел .
Я взял ее руку .	ты взял ее руку .
Как я потом узнал .	Как ты потом узнал .
Так я и сделал .	Так ты и сделал .
Я вышел к столу .	ты вышел к столу .
Я рассказал про КЮК .	ты рассказал про КЮК .
Я начал с математиков .	ты начал с математиков .
Я это ощутил сразу .	ты это ощутил сразу .
Я покосился в журнал .	ты покосился в журнал .
Первое я уже освоил .	Первое ты уже освоил .
Я зашел в класс .	ты зашел в класс .
Или я так задумался ?	Или ты так задумался ?
Остальное я помню смутно .	Остальное ты помнишь смутно .
Я глянул в небо .	ты глянул в небо .
Я шел в школу .	ты шел в школу .
Я пошел в парикмахерскую .	ты пошел в парикмахерскую .
Я обращаюсь к Матюшину .	ты обращаешься к Матюшину .
Что я такое сделал ?	Что ты такое сделал ?
Что-то я совсем расклеился .	Что-то ты совсем расклеился .
И еще я понял .	И еще ты понял .
Это собрание я запомню .	Это собрание ты запомнишь .
Неужели и я забуду ?	Неужели и ты забудешь ?
Я чувствовал его шаги .	ты чувствовал его шаги .
Я достаю автомат и ...	ты достаешь автомат и ...
Я ненавижу его голос .	ты ненавидишь его голос .
Я погнал к Андрею !	ты погнал к Андрею !
Я спрятался за дверью .	ты спрятался за дверью .
Я кинулся к маме .	ты кинулся к маме .
Я с надеждой прислушался .	ты с надеждой прислушался .
Я сидел на песке .	ты сидел на песке .
Я ждал очередного залпа .	ты ждал очередного залпа .
Я глянул в зеркало .	ты глянул в зеркало .
Я сама случайно узнала .	ты сама случайно узнала .
Но я вдруг испугался .	Но ты вдруг испугался .
Зачем я все это вспоминаю ?	Зачем ты все это вспоминаешь ?
Я вздрогнул и оглянулся .	ты вздрогнул и оглянулся .
Я разбил нос учителю ...	ты разбил нос учителю ...
Почему я стала такой ?	Почему ты стала такой ?
Ну и отстал я !	Ну и отстал ты !
Я свернул в рощу .	ты свернул в рощу .
Я боялся этой встречи .	ты боялся этой встречи .
Не могу я так ...	Не можешь ты так ...
Я действительно не знал .	ты действительно не знал .
Я вышел из дому .	ты вышел из дому .
Я даже глаза закрыл .	ты даже глаза закрыл .
Я и был великаном .	ты и был великаном .
Погнал я к Андрею !	Погнал ты к Андрею !
Я разорю ваше гнездо !	ты разоришь ваше гнездо !
Сейчас я завалю фонтан .	Сейчас ты завалишь фонтан .
Это я первый сказал !	Это ты первый сказал !
Я видела в городе ...	ты видела в городе ...
И вдруг я придумала .	И вдруг ты придумала .
Я выхожу во двор .	ты выходишь во двор .
Я взялась за кувшин .	ты взялась за кувшин .
Я принялась за дело .	ты принялась за дело .
Я бросилась на выручку .	ты бросилась на выручку .
Я взглянула на Зинку .	ты взглянула на Зинку .
Но я не верю .	Но ты не веришь .
Я отрицательно качаю головой .	ты отрицательно качаешь головой .
В дверях я обернулась .	В дверях ты обернулась .
Вдруг я увидела маму .	Вдруг ты увидела маму .
Я сразу узнала Таньку .	ты сразу узнала Таньку .
Я ахнула от восхищения .	ты ахнула от восхищения .
И тут я спохватилась .	И тут ты спохватилась .
Я только качала головой .	ты только качала головой .
И вдруг я решилась .	И вдруг ты решилась .
Я осторожно тронула калитку .	ты осторожно тронула калитку .
Я обрадованно замахала рукой .	ты обрадованно замахала рукой .
Я так и подпрыгнула .	ты так и подпрыгнула .
Я вылетаю во двор .	ты вылетаешь во двор .
Я так и подскочила .	ты так и подскочила .
Вдруг я увидела Павлика .	Вдруг ты увидела Павлика .
